-182.922, 78.100, 1.666,  1.765
-182.903, 78.049, 1.632,  1.798
-182.884, 77.999, 1.613,  1.831
-182.865, 77.949, 1.610,  1.864
-182.846, 77.898, 1.625,  1.897
-182.827, 77.846, 1.658,  1.930
-182.808, 77.793, 1.704,  1.963
-182.788, 77.738, 1.762,  1.996
-182.768, 77.680, 1.826,  2.029
-182.748, 77.620, 1.895,  2.062
-182.728, 77.558, 1.964,  2.095
-182.707, 77.494, 2.025,  2.128
-182.687, 77.428, 2.053,  2.161
-182.667, 77.363, 2.056,  2.194
-182.647, 77.297, 2.040,  2.227
-182.628, 77.233, 2.012,  2.260
-182.610, 77.170, 1.974,  2.293
-182.592, 77.108, 1.930,  2.326
-182.575, 77.049, 1.861,  2.359
-182.558, 76.991, 1.806,  2.392
-182.542, 76.935, 1.760,  2.425
-182.526, 76.879, 1.726,  2.458
-182.511, 76.825, 1.706,  2.491
-182.496, 76.770, 1.703,  2.524
-182.480, 76.715, 1.718,  2.557
-182.465, 76.659, 1.751,  2.590
-182.449, 76.601, 1.798,  2.623
-182.434, 76.541, 1.856,  2.656
-182.418, 76.479, 1.923,  2.689
-182.402, 76.414, 1.996,  2.722
-182.385, 76.347, 2.070,  2.755
-182.369, 76.278, 2.132,  2.788
-182.353, 76.207, 2.156,  2.821
-182.337, 76.137, 2.153,  2.854
-182.321, 76.068, 2.132,  2.887
-182.307, 75.999, 2.099,  2.920
-182.292, 75.932, 2.058,  2.953
-182.278, 75.867, 1.992,  2.986
-182.265, 75.804, 1.939,  3.019
-182.252, 75.742, 1.895,  3.052
-182.240, 75.682, 1.863,  3.085
-182.227, 75.621, 1.845,  3.118
-182.215, 75.561, 1.843,  3.151
-182.203, 75.500, 1.860,  3.184
-182.191, 75.438, 1.894,  3.217
-182.179, 75.375, 1.941,  3.250
-182.167, 75.309, 1.999,  3.283
-182.154, 75.241, 2.066,  3.316
-182.142, 75.171, 2.137,  3.349
-182.129, 75.099, 2.201,  3.382
-182.117, 75.025, 2.252,  3.415
-182.105, 74.950, 2.268,  3.448
-182.093, 74.875, 2.259,  3.481
-182.081, 74.801, 2.233,  3.514
-182.070, 74.729, 2.196,  3.547
-182.059, 74.659, 2.135,  3.580
-182.048, 74.590, 2.082,  3.613
-182.038, 74.523, 2.040,  3.646
-182.029, 74.457, 2.009,  3.679
-182.019, 74.391, 1.993,  3.712
-182.010, 74.325, 1.993,  3.745
-182.001, 74.259, 2.012,  3.778
-181.992, 74.191, 2.046,  3.811
-181.982, 74.122, 2.093,  3.844
-181.973, 74.051, 2.151,  3.877
-181.964, 73.978, 2.213,  3.910
-181.954, 73.902, 2.273,  3.943
-181.945, 73.825, 2.321,  3.976
-181.936, 73.748, 2.337,  4.009
-181.927, 73.670, 2.327,  4.042
-181.918, 73.594, 2.300,  4.075
-181.910, 73.519, 2.250,  4.108
-181.902, 73.446, 2.203,  4.141
-181.894, 73.375, 2.165,  4.174
-181.887, 73.304, 2.138,  4.207
-181.880, 73.234, 2.124,  4.240
-181.873, 73.163, 2.127,  4.273
-181.866, 73.092, 2.147,  4.306
-181.859, 73.020, 2.183,  4.339
-181.852, 72.946, 2.231,  4.372
-181.844, 72.870, 2.286,  4.405
-181.837, 72.792, 2.341,  4.438
-181.830, 72.712, 2.393,  4.471
-181.823, 72.632, 2.435,  4.504
-181.817, 72.550, 2.447,  4.537
-181.810, 72.469, 2.433,  4.570
-181.803, 72.389, 2.402,  4.603
-181.797, 72.311, 2.349,  4.636
-181.791, 72.235, 2.298,  4.669
-181.786, 72.160, 2.256,  4.702
-181.780, 72.086, 2.227,  4.735
-181.775, 72.012, 2.214,  4.768
-181.770, 71.939, 2.216,  4.801
-181.765, 71.864, 2.236,  4.834
-181.759, 71.789, 2.274,  4.867
-181.754, 71.712, 2.322,  4.900
-181.749, 71.633, 2.376,  4.933
-181.744, 71.552, 2.430,  4.966
-181.739, 71.469, 2.483,  4.999
-181.734, 71.385, 2.533,  5.032
-181.729, 71.299, 2.573,  5.065
-181.724, 71.213, 2.582,  5.098
-181.719, 71.127, 2.566,  5.131
-181.715, 71.043, 2.533,  5.164
-181.710, 70.961, 2.476,  5.197
-181.706, 70.880, 2.422,  5.230
-181.702, 70.801, 2.377,  5.263
-181.698, 70.723, 2.344,  5.296
-181.694, 70.646, 2.329,  5.329
-181.691, 70.568, 2.333,  5.362
-181.687, 70.490, 2.355,  5.395
-181.683, 70.411, 2.392,  5.428
-181.680, 70.329, 2.438,  5.461
-181.676, 70.246, 2.488,  5.494
-181.673, 70.162, 2.541,  5.527
-181.669, 70.075, 2.593,  5.560
-181.665, 69.987, 2.643,  5.593
-181.662, 69.898, 2.690,  5.626
-181.659, 69.807, 2.727,  5.659
-181.655, 69.716, 2.734,  5.692
-181.652, 69.625, 2.715,  5.725
-181.649, 69.536, 2.672,  5.758
-181.646, 69.449, 2.626,  5.791
-181.643, 69.363, 2.584,  5.824
-181.640, 69.278, 2.553,  5.857
-181.637, 69.194, 2.537,  5.890
-181.635, 69.109, 2.539,  5.923
-181.632, 69.024, 2.559,  5.956
-181.630, 68.938, 2.590,  5.989
-181.627, 68.851, 2.629,  6.022
-181.625, 68.762, 2.672,  6.055
-181.622, 68.671, 2.717,  6.088
-181.620, 68.579, 2.761,  6.121
-181.617, 68.486, 2.805,  6.154
-181.615, 68.391, 2.846,  6.187
-181.613, 68.295, 2.877,  6.220
-181.610, 68.199, 2.880,  6.253
-181.608, 68.104, 2.856,  6.286
-181.606, 68.010, 2.810,  6.319
-181.604, 67.918, 2.760,  6.352
-181.602, 67.828, 2.714,  6.385
-181.600, 67.739, 2.678,  6.418
-181.598, 67.650, 2.658,  6.451
-181.597, 67.562, 2.657,  6.484
-181.595, 67.473, 2.674,  6.517
-181.593, 67.383, 2.704,  6.550
-181.591, 67.292, 2.743,  6.583
-181.590, 67.199, 2.787,  6.616
-181.588, 67.104, 2.833,  6.649
-181.587, 67.008, 2.881,  6.682
-181.585, 66.911, 2.927,  6.715
-181.583, 66.812, 2.970,  6.748
-181.582, 66.712, 3.011,  6.781
-181.580, 66.610, 3.042,  6.814
-181.579, 66.509, 3.044,  6.847
-181.577, 66.408, 3.019,  6.880
-181.576, 66.309, 2.970,  6.913
-181.575, 66.212, 2.918,  6.946
-181.573, 66.116, 2.869,  6.979
-181.572, 66.022, 2.830,  7.012
-181.571, 65.929, 2.806,  7.045
-181.570, 65.836, 2.801,  7.078
-181.569, 65.742, 2.815,  7.111
-181.568, 65.647, 2.843,  7.144
-181.567, 65.552, 2.881,  7.177
-181.565, 65.454, 2.925,  7.210
-181.564, 65.355, 2.973,  7.243
-181.563, 65.254, 3.021,  7.276
-181.562, 65.152, 3.069,  7.309
-181.561, 65.048, 3.116,  7.342
-181.560, 64.943, 3.159,  7.375
-181.559, 64.836, 3.199,  7.408
-181.558, 64.729, 3.228,  7.441
-181.557, 64.621, 3.229,  7.474
-181.556, 64.514, 3.201,  7.507
-181.556, 64.409, 3.151,  7.540
-181.555, 64.306, 3.095,  7.573
-181.554, 64.205, 3.043,  7.606
-181.553, 64.105, 3.000,  7.639
-181.552, 64.006, 2.972,  7.672
-181.552, 63.908, 2.962,  7.705
-181.551, 63.809, 2.973,  7.738
-181.550, 63.709, 2.999,  7.771
-181.550, 63.608, 3.036,  7.804
-181.549, 63.505, 3.081,  7.837
-181.548, 63.401, 3.129,  7.870
-181.548, 63.295, 3.180,  7.903
-181.547, 63.187, 3.230,  7.936
-181.546, 63.078, 3.279,  7.969
-181.546, 62.967, 3.325,  8.002
-181.545, 62.855, 3.368,  8.035
-181.544, 62.742, 3.407,  8.068
-181.544, 62.627, 3.436,  8.101
-181.543, 62.513, 3.435,  8.134
-181.543, 62.399, 3.404,  8.167
-181.542, 62.288, 3.352,  8.200
-181.542, 62.178, 3.294,  8.233
-181.541, 62.070, 3.238,  8.266
-181.541, 61.964, 3.191,  8.299
-181.540, 61.859, 3.158,  8.332
-181.540, 61.754, 3.144,  8.365
-181.539, 61.649, 3.151,  8.398
-181.539, 61.544, 3.175,  8.431
-181.538, 61.437, 3.211,  8.464
-181.538, 61.328, 3.256,  8.497
-181.538, 61.218, 3.305,  8.530
-181.537, 61.106, 3.358,  8.563
-181.537, 60.993, 3.411,  8.596
-181.536, 60.877, 3.463,  8.629
-181.536, 60.760, 3.512,  8.662
-181.536, 60.642, 3.559,  8.695
-181.535, 60.522, 3.602,  8.728
-181.535, 60.400, 3.640,  8.761
-181.534, 60.278, 3.668,  8.794
-181.534, 60.156, 3.666,  8.827
-181.534, 60.035, 3.635,  8.860
-181.533, 59.915, 3.591,  8.893
-181.533, 59.797, 3.543,  8.926
-181.533, 59.681, 3.501,  8.959
-181.532, 59.565, 3.471,  8.992
-181.532, 59.450, 3.456,  9.025
-181.532, 59.335, 3.459,  9.058
-181.531, 59.220, 3.476,  9.091
-181.531, 59.103, 3.505,  9.124
-181.531, 58.985, 3.540,  9.157
-181.530, 58.866, 3.581,  9.190
-181.530, 58.745, 3.624,  9.223
-181.530, 58.623, 3.669,  9.256
-181.530, 58.499, 3.712,  9.289
-181.529, 58.374, 3.755,  9.322
-181.529, 58.247, 3.794,  9.355
-181.529, 58.120, 3.831,  9.388
-181.529, 57.991, 3.865,  9.421
-181.528, 57.861, 3.895,  9.454
-181.528, 57.731, 3.921,  9.487
-181.528, 57.600, 3.938,  9.520
-181.527, 57.469, 3.925,  9.553
-181.527, 57.339, 3.886,  9.586
-181.527, 57.212, 3.834,  9.619
-181.527, 57.086, 3.779,  9.652
-181.527, 56.962, 3.730,  9.685
-181.526, 56.839, 3.693,  9.718
-181.526, 56.716, 3.671,  9.751
-181.526, 56.594, 3.669,  9.784
-181.526, 56.472, 3.684,  9.817
-181.525, 56.348, 3.711,  9.850
-181.525, 56.223, 3.748,  9.883
-181.525, 56.097, 3.791,  9.916
-181.525, 55.969, 3.838,  9.949
-181.525, 55.839, 3.886,  9.982
-181.524, 55.708, 3.934, 10.015
-181.524, 55.576, 3.981, 10.048
-181.524, 55.442, 4.025, 10.081
-181.524, 55.306, 4.067, 10.114
-181.523, 55.169, 4.105, 10.147
-181.523, 55.032, 4.139, 10.180
-181.523, 54.893, 4.169, 10.213
-181.523, 54.753, 4.196, 10.246
-181.523, 54.613, 4.219, 10.279
-181.523, 54.471, 4.239, 10.312
-181.522, 54.330, 4.256, 10.345
-181.522, 54.188, 4.271, 10.378
-181.522, 54.045, 4.283, 10.411
-181.522, 53.902, 4.294, 10.444
-181.522, 53.759, 4.304, 10.477
-181.521, 53.615, 4.313, 10.510
-181.521, 53.471, 4.321, 10.543
-181.521, 53.327, 4.329, 10.576
-181.521, 53.183, 4.336, 10.609
-181.521, 53.038, 4.344, 10.642
-181.520, 52.893, 4.353, 10.675
-181.520, 52.748, 4.361, 10.708
-181.520, 52.603, 4.370, 10.741
-181.520, 52.457, 4.380, 10.774
-181.520, 52.311, 4.390, 10.807
-181.519, 52.164, 4.400, 10.840
-181.519, 52.017, 4.411, 10.873
-181.519, 51.870, 4.422, 10.906
-181.519, 51.722, 4.434, 10.939
-181.519, 51.574, 4.446, 10.972
-181.518, 51.425, 4.459, 11.005
-181.518, 51.277, 4.471, 11.038
-181.518, 51.127, 4.484, 11.071
-181.518, 50.977, 4.497, 11.104
-181.518, 50.827, 4.511, 11.137
-181.517, 50.676, 4.524, 11.170
-181.517, 50.525, 4.537, 11.203
-181.517, 50.374, 4.551, 11.236
-181.517, 50.222, 4.564, 11.269
-181.517, 50.069, 4.577, 11.302
-181.516, 49.916, 4.591, 11.335
-181.516, 49.763, 4.604, 11.368
-181.516, 49.609, 4.618, 11.401
-181.516, 49.455, 4.631, 11.434
-181.516, 49.300, 4.645, 11.467
-181.516, 49.145, 4.658, 11.500
-181.515, 48.989, 4.672, 11.533
-181.515, 48.833, 4.686, 11.566
-181.515, 48.677, 4.699, 11.599
-181.515, 48.520, 4.713, 11.632
-181.515, 48.362, 4.726, 11.665
-181.514, 48.204, 4.740, 11.698
-181.514, 48.046, 4.754, 11.731
-181.514, 47.887, 4.767, 11.764
-181.514, 47.728, 4.781, 11.797
-181.514, 47.568, 4.795, 11.830
-181.513, 47.408, 4.809, 11.863
-181.513, 47.247, 4.823, 11.896
-181.513, 47.086, 4.837, 11.929
-181.513, 46.925, 4.851, 11.962
-181.513, 46.763, 4.865, 11.995
-181.512, 46.600, 4.880, 12.028
-181.512, 46.437, 4.894, 12.061
-181.512, 46.274, 4.908, 12.094
-181.512, 46.110, 4.923, 12.127
-181.512, 45.945, 4.937, 12.160
-181.511, 45.780, 4.952, 12.193
-181.511, 45.615, 4.966, 12.226
-181.511, 45.449, 4.981, 12.259
-181.511, 45.282, 4.995, 12.292
-181.511, 45.116, 5.010, 12.325
-181.510, 44.948, 5.025, 12.358
-181.510, 44.780, 5.040, 12.391
-181.510, 44.612, 5.055, 12.424
-181.510, 44.443, 5.070, 12.457
-181.509, 44.274, 5.085, 12.490
-181.509, 44.104, 5.099, 12.523
-181.509, 43.934, 5.103, 12.556
-181.509, 43.764, 5.087, 12.589
-181.508, 43.595, 5.069, 12.622
-181.508, 43.427, 5.055, 12.655
-181.508, 43.259, 5.045, 12.688
-181.508, 43.091, 5.039, 12.721
-181.507, 42.923, 5.038, 12.754
-181.507, 42.755, 5.041, 12.787
-181.507, 42.587, 5.049, 12.820
-181.507, 42.418, 5.061, 12.853
-181.507, 42.249, 5.076, 12.886
-181.506, 42.079, 5.096, 12.919
-181.506, 41.909, 5.119, 12.952
-181.506, 41.737, 5.145, 12.985
-181.506, 41.565, 5.173, 13.018
-181.505, 41.392, 5.203, 13.051
-181.505, 41.217, 5.235, 13.084
-181.505, 41.042, 5.268, 13.117
-181.505, 40.865, 5.301, 13.150
-181.504, 40.687, 5.335, 13.183
-181.504, 40.509, 5.368, 13.216
-181.504, 40.329, 5.400, 13.249
-181.503, 40.148, 5.432, 13.282
-181.503, 39.966, 5.462, 13.315
-181.503, 39.783, 5.490, 13.348
-181.503, 39.600, 5.517, 13.381
-181.502, 39.415, 5.542, 13.414
-181.502, 39.230, 5.566, 13.447
-181.502, 39.044, 5.587, 13.480
-181.502, 38.857, 5.608, 13.513
-181.501, 38.670, 5.627, 13.546
-181.501, 38.482, 5.644, 13.579
-181.501, 38.293, 5.660, 13.612
-181.500, 38.104, 5.676, 13.645
-181.500, 37.915, 5.690, 13.678
-181.500, 37.725, 5.704, 13.711
-181.500, 37.535, 5.718, 13.744
-181.499, 37.344, 5.731, 13.777
-181.499, 37.153, 5.744, 13.810
-181.499, 36.961, 5.757, 13.843
-181.498, 36.769, 5.770, 13.876
-181.498, 36.576, 5.784, 13.909
-181.498, 36.383, 5.798, 13.942
-181.497, 36.190, 5.812, 13.975
-181.497, 35.996, 5.827, 14.008
-181.497, 35.801, 5.842, 14.041
-181.496, 35.606, 5.858, 14.074
-181.496, 35.410, 5.874, 14.107
-181.496, 35.214, 5.891, 14.140
-181.495, 35.017, 5.909, 14.173
-181.495, 34.820, 5.927, 14.206
-181.495, 34.622, 5.946, 14.239
-181.494, 34.423, 5.965, 14.272
-181.494, 34.224, 5.985, 14.305
-181.494, 34.024, 6.005, 14.338
-181.493, 33.823, 6.025, 14.371
-181.493, 33.622, 6.046, 14.404
-181.493, 33.420, 6.067, 14.437
-181.492, 33.217, 6.087, 14.470
-181.492, 33.014, 6.108, 14.503
-181.492, 32.810, 6.130, 14.536
-181.491, 32.605, 6.151, 14.569
-181.491, 32.399, 6.172, 14.602
-181.491, 32.193, 6.193, 14.635
-181.490, 31.986, 6.213, 14.668
-181.490, 31.779, 6.234, 14.701
-181.489, 31.571, 6.255, 14.734
-181.489, 31.362, 6.275, 14.767
-181.489, 31.152, 6.296, 14.800
-181.488, 30.942, 6.316, 14.833
-181.488, 30.731, 6.337, 14.866
-181.488, 30.519, 6.357, 14.899
-181.487, 30.307, 6.377, 14.932
-181.487, 30.094, 6.397, 14.965
-181.486, 29.880, 6.417, 14.998
-181.486, 29.666, 6.437, 15.031
-181.486, 29.451, 6.457, 15.064
-181.485, 29.235, 6.477, 15.097
-181.485, 29.019, 6.497, 15.130
-181.484, 28.802, 6.518, 15.163
-181.484, 28.584, 6.538, 15.196
-181.483, 28.365, 6.558, 15.229
-181.483, 28.146, 6.579, 15.262
-181.483, 27.927, 6.600, 15.295
-181.482, 27.706, 6.621, 15.328
-181.482, 27.485, 6.641, 15.361
-181.481, 27.263, 6.663, 15.394
-181.481, 27.041, 6.684, 15.427
-181.480, 26.817, 6.705, 15.460
-181.480, 26.593, 6.727, 15.493
-181.479, 26.369, 6.748, 15.526
-181.479, 26.143, 6.770, 15.559
-181.478, 25.917, 6.792, 15.592
-181.478, 25.690, 6.814, 15.625
-181.477, 25.463, 6.835, 15.658
-181.477, 25.234, 6.857, 15.691
-181.477, 25.005, 6.878, 15.724
-181.476, 24.775, 6.900, 15.757
-181.476, 24.545, 6.921, 15.790
-181.475, 24.314, 6.943, 15.823
-181.475, 24.082, 6.964, 15.856
-181.474, 23.849, 6.986, 15.889
-181.474, 23.616, 7.007, 15.922
-181.473, 23.382, 7.029, 15.955
-181.472, 23.147, 7.051, 15.988
-181.472, 22.911, 7.073, 16.021
-181.471, 22.675, 7.095, 16.054
-181.471, 22.438, 7.117, 16.087
-181.470, 22.200, 7.139, 16.120
-181.470, 21.962, 7.162, 16.153
-181.469, 21.723, 7.184, 16.186
-181.469, 21.483, 7.207, 16.219
-181.468, 21.242, 7.230, 16.252
-181.468, 21.000, 7.253, 16.285
-181.467, 20.758, 7.276, 16.318
-181.467, 20.515, 7.299, 16.351
-181.466, 20.271, 7.322, 16.384
-181.465, 20.026, 7.346, 16.417
-181.465, 19.781, 7.369, 16.450
-181.464, 19.535, 7.392, 16.483
-181.464, 19.288, 7.416, 16.516
-181.463, 19.040, 7.440, 16.549
-181.462, 18.791, 7.463, 16.582
-181.462, 18.542, 7.487, 16.615
-181.461, 18.292, 7.511, 16.648
-181.461, 18.041, 7.535, 16.681
-181.460, 17.789, 7.558, 16.714
-181.459, 17.537, 7.582, 16.747
-181.459, 17.283, 7.606, 16.780
-181.458, 17.029, 7.630, 16.813
-181.457, 16.774, 7.654, 16.846
-181.457, 16.519, 7.678, 16.879
-181.456, 16.262, 7.702, 16.912
-181.456, 16.005, 7.726, 16.945
-181.455, 15.747, 7.750, 16.978
-181.454, 15.488, 7.774, 17.011
-181.454, 15.228, 7.798, 17.044
-181.453, 14.967, 7.822, 17.077
-181.452, 14.706, 7.847, 17.110
-181.452, 14.444, 7.871, 17.143
-181.451, 14.181, 7.896, 17.176
-181.450, 13.917, 7.920, 17.209
-181.449, 13.653, 7.945, 17.242
-181.449, 13.387, 7.970, 17.275
-181.448, 13.121, 7.995, 17.308
-181.447, 12.854, 8.021, 17.341
-181.447, 12.586, 8.046, 17.374
-181.446, 12.317, 8.071, 17.407
-181.445, 12.047, 8.097, 17.440
-181.444, 11.776, 8.123, 17.473
-181.444, 11.505, 8.149, 17.506
-181.443, 11.233, 8.175, 17.539
-181.442, 10.960, 8.201, 17.572
-181.441, 10.686, 8.227, 17.605
-181.441, 10.411, 8.253, 17.638
-181.440, 10.135, 8.279, 17.671
-181.439, 9.858, 8.306, 17.704
-181.438, 9.581, 8.332, 17.737
-181.437, 9.302, 8.359, 17.770
-181.437, 9.023, 8.386, 17.803
-181.436, 8.743, 8.413, 17.836
-181.435, 8.462, 8.440, 17.869
-181.434, 8.180, 8.467, 17.902
-181.433, 7.897, 8.494, 17.935
-181.433, 7.613, 8.521, 17.968
-181.432, 7.328, 8.548, 18.001
-181.431, 7.043, 8.575, 18.034
-181.430, 6.756, 8.603, 18.067
-181.429, 6.469, 8.630, 18.100
-181.428, 6.180, 8.658, 18.133
-181.427, 5.891, 8.685, 18.166
-181.427, 5.601, 8.713, 18.199
-181.426, 5.310, 8.741, 18.232
-181.425, 5.018, 8.769, 18.265
-181.424, 4.725, 8.797, 18.298
-181.423, 4.431, 8.825, 18.331
-181.422, 4.136, 8.853, 18.364
-181.421, 3.840, 8.881, 18.397
-181.420, 3.543, 8.910, 18.430
-181.419, 3.245, 8.938, 18.463
-181.418, 2.947, 8.967, 18.496
-181.417, 2.647, 8.995, 18.529
-181.416, 2.347, 9.024, 18.562
-181.415, 2.045, 9.053, 18.595
-181.415, 1.743, 9.082, 18.628
-181.414, 1.439, 9.111, 18.661
-181.413, 1.135, 9.140, 18.694
-181.412, 0.829, 9.169, 18.727
-181.411, 0.523, 9.198, 18.760
-181.410, 0.216, 9.228, 18.793
-181.409, -0.093, 9.257, 18.826
-181.408, -0.402, 9.287, 18.859
-181.407, -0.712, 9.316, 18.892
-181.405, -1.024, 9.346, 18.925
-181.404, -1.336, 9.376, 18.958
-181.403, -1.649, 9.406, 18.991
-181.402, -1.964, 9.436, 19.024
-181.401, -2.279, 9.466, 19.057
-181.400, -2.595, 9.496, 19.090
-181.399, -2.913, 9.527, 19.123
-181.398, -3.231, 9.557, 19.156
-181.397, -3.550, 9.588, 19.189
-181.396, -3.871, 9.619, 19.222
-181.395, -4.192, 9.649, 19.255
-181.394, -4.514, 9.680, 19.288
-181.392, -4.838, 9.711, 19.321
-181.391, -5.162, 9.742, 19.354
-181.390, -5.488, 9.773, 19.387
-181.389, -5.814, 9.805, 19.420
-181.388, -6.142, 9.836, 19.453
-181.387, -6.471, 9.867, 19.486
-181.385, -6.800, 9.899, 19.519
-181.384, -7.131, 9.931, 19.552
-181.383, -7.463, 9.962, 19.585
-181.382, -7.796, 9.994, 19.618
-181.381, -8.130, 10.026, 19.651
-181.379, -8.465, 10.058, 19.684
-181.378, -8.801, 10.090, 19.717
-181.377, -9.138, 10.123, 19.750
-181.376, -9.476, 10.155, 19.783
-181.374, -9.816, 10.188, 19.816
-181.373, -10.156, 10.220, 19.849
-181.372, -10.498, 10.253, 19.882
-181.370, -10.840, 10.286, 19.915
-181.369, -11.184, 10.318, 19.948
-181.368, -11.529, 10.351, 19.981
-181.366, -11.875, 10.385, 20.014
-181.365, -12.222, 10.418, 20.047
-181.364, -12.570, 10.451, 20.080
-181.362, -12.919, 10.484, 20.113
-181.361, -13.269, 10.518, 20.146
-181.360, -13.621, 10.552, 20.179
-181.358, -13.973, 10.585, 20.212
-181.357, -14.327, 10.619, 20.245
-181.355, -14.682, 10.653, 20.278
-181.354, -15.038, 10.687, 20.311
-181.353, -15.395, 10.721, 20.344
-181.351, -15.753, 10.755, 20.377
-181.350, -16.112, 10.790, 20.410
-181.348, -16.473, 10.824, 20.443
-181.347, -16.835, 10.859, 20.476
-181.345, -17.197, 10.894, 20.509
-181.344, -17.561, 10.928, 20.542
-181.342, -17.927, 10.963, 20.575
-181.341, -18.293, 10.998, 20.608
-181.339, -18.660, 11.033, 20.641
-181.338, -19.029, 11.069, 20.674
-181.336, -19.399, 11.104, 20.707
-181.335, -19.770, 11.139, 20.740
-181.333, -20.142, 11.175, 20.773
-181.332, -20.516, 11.211, 20.806
-181.330, -20.890, 11.246, 20.839
-181.328, -21.266, 11.282, 20.872
-181.327, -21.643, 11.318, 20.905
-181.325, -22.021, 11.354, 20.938
-181.323, -22.401, 11.390, 20.971
-181.322, -22.781, 11.427, 21.004
-181.320, -23.163, 11.463, 21.037
-181.319, -23.546, 11.500, 21.070
-181.317, -23.930, 11.537, 21.103
-181.315, -24.316, 11.574, 21.136
-181.313, -24.702, 11.611, 21.169
-181.312, -25.090, 11.648, 21.202
-181.310, -25.480, 11.686, 21.235
-181.308, -25.870, 11.723, 21.268
-181.306, -26.262, 11.761, 21.301
-181.305, -26.655, 11.799, 21.334
-181.303, -27.049, 11.838, 21.367
-181.301, -27.445, 11.876, 21.400
-181.299, -27.842, 11.915, 21.433
-181.297, -28.240, 11.954, 21.466
-181.296, -28.639, 11.993, 21.499
-181.294, -29.040, 12.032, 21.532
-181.292, -29.442, 12.072, 21.565
-181.290, -29.845, 12.111, 21.598
-181.288, -30.250, 12.151, 21.631
-181.286, -30.656, 12.191, 21.664
-181.284, -31.064, 12.231, 21.697
-181.282, -31.472, 12.271, 21.730
-181.281, -31.882, 12.311, 21.763
-181.279, -32.294, 12.352, 21.796
-181.277, -32.707, 12.392, 21.829
-181.275, -33.121, 12.433, 21.862
-181.273, -33.536, 12.474, 21.895
-181.271, -33.953, 12.515, 21.928
-181.269, -34.371, 12.556, 21.961
-181.267, -34.791, 12.598, 21.994
-181.264, -35.212, 12.639, 22.027
-181.262, -35.634, 12.681, 22.060
-181.260, -36.058, 12.722, 22.093
-181.258, -36.483, 12.764, 22.126
-181.256, -36.910, 12.806, 22.159
-181.254, -37.337, 12.848, 22.192
-181.252, -37.767, 12.890, 22.225
-181.250, -38.198, 12.932, 22.258
-181.248, -38.630, 12.975, 22.291
-181.245, -39.063, 13.017, 22.324
-181.243, -39.498, 13.060, 22.357
-181.241, -39.935, 13.102, 22.390
-181.239, -40.372, 13.145, 22.423
-181.236, -40.812, 13.188, 22.456
-181.234, -41.252, 13.231, 22.489
-181.232, -41.695, 13.275, 22.522
-181.230, -42.138, 13.318, 22.555
-181.227, -42.583, 13.361, 22.588
-181.225, -43.030, 13.405, 22.621
-181.223, -43.478, 13.449, 22.654
-181.220, -43.927, 13.492, 22.687
-181.218, -44.378, 13.536, 22.720
-181.215, -44.830, 13.580, 22.753
-181.213, -45.284, 13.625, 22.786
-181.211, -45.739, 13.669, 22.819
-181.208, -46.196, 13.713, 22.852
-181.206, -46.654, 13.758, 22.885
-181.203, -47.114, 13.803, 22.918
-181.201, -47.575, 13.847, 22.951
-181.198, -48.038, 13.892, 22.984
-181.196, -48.502, 13.938, 23.017
-181.193, -48.968, 13.983, 23.050
